,Player,Opp,PPR PTS,0.5 PPR,STD PTS,C/A,PCT,YDS,TD,INT,RUSH,YDS.1,AVG,TD.1,REC,TAR,YDS.2,AVG.1,TD.2,2PC,FUM,Name,pos,team,weekn
993,"Ameer Abdullah (RB, LV)",@DEN,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,1,0,0.0,0,0,0,Ameer Abdullah,RB, lv,2
994,"Tyler Lockett (WR, SEA)",LAR,3.0,2.0,1.0,0/0,0%,0,0,0,0,0,0.0,0,2,4,10,5.0,0,0,0,Tyler Lockett,WR, sea,2
995,"Tyler Kroft (TE, MIA)",@LAC,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Tyler Kroft,TE, mia,2
996,"Ty Montgomery II (WR, NE)",PHI,3.6,2.6,1.6,0/0,0%,0,0,0,1,7,7.0,0,2,3,9,4.5,0,0,0,Ty Montgomery II,WR, ne,2
997,"Jamison Crowder (WR, WAS)",ARI,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Jamison Crowder,WR, was,2
998,"Blake Bell (TE, KC)",DET,9.2,8.2,7.2,0/0,0%,0,0,0,0,0,0.0,0,2,3,12,6.0,1,0,0,Blake Bell,TE, kc,2
999,"MyCole Pruitt (TE, ATL)",CAR,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,MyCole Pruitt,TE, atl,2
1000,"Stefon Diggs (WR, BUF)",@NYJ,26.2,21.2,16.2,0/0,0%,0,0,0,0,0,0.0,0,10,13,102,10.2,1,0,0,Stefon Diggs,WR, buf,2
1001,"C.J. Uzomah (TE, NYJ)",BUF,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,C.J. Uzomah,TE, nyj,2
1002,"Michael Burton (RB, DEN)",LV,1.3,0.8,0.3,0/0,0%,0,0,0,0,0,0.0,0,1,1,3,3.0,0,0,0,Michael Burton,RB, den,2
1003,"Darren Waller (TE, NYG)",DAL,6.6,5.1,3.6,0/0,0%,0,0,0,0,0,0.0,0,3,5,36,12.0,0,0,0,Darren Waller,TE, nyg,2
1004,"Geoff Swaim (TE, ARI)",@WAS,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Geoff Swaim,TE, ari,2
1005,"Taylor Heinicke (QB, ATL)",CAR,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Taylor Heinicke,QB, atl,2
1006,"Raheem Mostert (RB, MIA)",@LAC,13.0,12.0,11.0,0/0,0%,0,0,0,10,37,3.7,1,2,2,13,6.5,0,0,0,Raheem Mostert,RB, mia,2
1007,"DeAndre Carter (WR, LV)",@DEN,1.5,1.0,0.5,0/0,0%,0,0,0,0,0,0.0,0,1,1,5,5.0,0,0,0,DeAndre Carter,WR, lv,2
1008,"Chris Manhertz (TE, DEN)",LV,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Chris Manhertz,TE, den,2
1009,"Jared Goff (QB, DET)",@KC,14.02,16.02,16.02,22/35,62.9%,253,1,0,5,-1,-0.2,0,0,0,0,0.0,0,0,0,Jared Goff,QB, det,2
1010,"Ezekiel Elliott (RB, NE)",PHI,7.3,4.8,2.3,0/0,0%,0,0,0,7,29,4.1,0,5,7,14,2.8,0,0,1,Ezekiel Elliott,RB, ne,2
1011,"Derrick Henry (RB, TEN)",@NO,13.9,12.9,11.9,0/0,0%,0,0,0,15,63,4.2,0,2,3,56,28.0,0,0,0,Derrick Henry,RB, ten,2
1012,"Michael Thomas (WR, NO)",TEN,11.1,8.6,6.1,0/0,0%,0,0,0,0,0,0.0,0,5,8,61,12.2,0,0,0,Michael Thomas,WR, no,2
1013,"Sterling Shepard (WR, NYG)",DAL,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,1,0,0.0,0,0,0,Sterling Shepard,WR, nyg,2
1014,"Austin Hooper (TE, LV)",@DEN,3.0,2.5,2.0,0/0,0%,0,0,0,0,0,0.0,0,1,1,20,20.0,0,0,0,Austin Hooper,TE, lv,2
1015,"Hunter Henry (TE, NE)",PHI,16.6,14.1,11.6,0/0,0%,0,0,0,0,0,0.0,0,5,6,56,11.2,1,0,0,Hunter Henry,TE, ne,2
1016,"Tyler Boyd (WR, CIN)",@CLE,3.0,2.0,1.0,0/0,0%,0,0,0,0,0,0.0,0,2,3,10,5.0,0,0,0,Tyler Boyd,WR, cin,2
1017,"Jacoby Brissett (QB, WAS)",ARI,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Jacoby Brissett,QB, was,2
1018,"Chris Moore (WR, TEN)",@NO,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,1,0,0.0,0,0,0,Chris Moore,WR, ten,2
1019,"Tyler Higbee (TE, LAR)",@SEA,7.9,6.4,4.9,0/0,0%,0,0,0,0,0,0.0,0,3,3,49,16.3,0,0,0,Tyler Higbee,TE, lar,2
1020,"Demarcus Robinson (WR, LAR)",@SEA,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Demarcus Robinson,WR, lar,2
1021,"Dak Prescott (QB, DAL)",@NYG,6.32,6.32,6.32,13/24,54.2%,143,0,0,1,6,6.0,0,0,0,0,0.0,0,0,0,Dak Prescott,QB, dal,2
1022,"Tyreek Hill (WR, MIA)",@LAC,44.5,39.0,33.5,0/0,0%,0,0,0,0,0,0.0,0,11,15,215,19.5,2,0,0,Tyreek Hill,WR, mia,2
1023,"Brandon Allen (QB, SF)",@PIT,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Brandon Allen,QB, sf,2
1024,"Kalif Raymond (WR, DET)",@KC,3.0,2.5,2.0,0/0,0%,0,0,0,0,0,0.0,0,1,1,20,20.0,0,0,0,Kalif Raymond,WR, det,2
1025,"C.J. Ham (RB, MIN)",TB,2.7,1.7,0.7,0/0,0%,0,0,0,0,0,0.0,0,2,3,7,3.5,0,0,0,C.J. Ham,RB, min,2
1026,"Mitch Trubisky (QB, PIT)",SF,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Mitch Trubisky,QB, pit,2
1027,"Deshaun Watson (QB, CLE)",CIN,20.66,22.66,22.66,16/29,55.2%,154,1,1,5,45,9.0,1,0,0,0,0.0,0,1,1,Deshaun Watson,QB, cle,2
1028,"Joe Mixon (RB, CIN)",@CLE,10.3,8.8,7.3,0/0,0%,0,0,0,13,56,4.3,0,3,5,17,5.7,0,0,0,Joe Mixon,RB, cin,2
1029,"Dalvin Cook (RB, NYJ)",BUF,8.9,7.4,5.9,0/0,0%,0,0,0,13,33,2.5,0,3,3,26,8.7,0,0,0,Dalvin Cook,RB, nyj,2
1030,"David Njoku (TE, CLE)",CIN,4.4,3.4,2.4,0/0,0%,0,0,0,0,0,0.0,0,2,3,24,12.0,0,0,0,David Njoku,TE, cle,2
1031,"Christian McCaffrey (RB, SF)",@PIT,24.9,23.4,21.9,0/0,0%,0,0,0,22,152,6.9,1,3,5,17,5.7,0,0,1,Christian McCaffrey,RB, sf,2
1032,"Chris Godwin (WR, TB)",@MIN,10.1,7.6,5.1,0/0,0%,0,0,0,0,0,0.0,0,5,6,51,10.2,0,0,0,Chris Godwin,WR, tb,2
1033,"JuJu Smith-Schuster (WR, NE)",PHI,7.3,5.3,3.3,0/0,0%,0,0,0,0,0,0.0,0,4,7,33,8.2,0,0,0,JuJu Smith-Schuster,WR, ne,2
1034,"Patrick Mahomes (QB, KC)",DET,20.54,24.54,24.54,21/39,53.8%,226,2,1,6,45,7.5,0,0,0,0,0.0,0,0,0,Patrick Mahomes,QB, kc,2
1035,"Mo Alie-Cox (TE, IND)",JAX,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,2,0,0.0,0,0,0,Mo Alie-Cox,TE, ind,2
1036,"Evan Engram (TE, JAX)",@IND,9.9,7.4,4.9,0/0,0%,0,0,0,0,0,0.0,0,5,5,49,9.8,0,0,0,Evan Engram,TE, jax,2
1037,"Mike Williams (WR, LAC)",MIA,8.5,6.5,4.5,0/0,0%,0,0,0,0,0,0.0,0,4,5,45,11.2,0,0,0,Mike Williams,WR, lac,2
1038,"Zay Jones (WR, JAX)",@IND,16.5,14.0,11.5,0/0,0%,0,0,0,0,0,0.0,0,5,7,55,11.0,1,0,0,Zay Jones,WR, jax,2
1039,"Curtis Samuel (WR, WAS)",ARI,11.0,8.5,6.0,0/0,0%,0,0,0,1,6,6.0,0,5,5,54,10.8,0,0,0,Curtis Samuel,WR, was,2
1040,"Gerald Everett (TE, LAC)",MIA,4.3,3.3,2.3,0/0,0%,0,0,0,1,2,2.0,0,2,3,21,10.5,0,0,0,Gerald Everett,TE, lac,2
1041,"D'Onta Foreman (RB, CHI)",GB,4.4,3.4,2.4,0/0,0%,0,0,0,5,16,3.2,0,2,3,8,4.0,0,0,0,D'Onta Foreman,RB, chi,2
1042,"C.J. Beathard (QB, JAX)",@IND,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,C.J. Beathard,QB, jax,2
1043,"James Conner (RB, ARI)",@WAS,12.0,9.5,7.0,0/0,0%,0,0,0,14,62,4.4,0,5,5,8,1.6,0,0,0,James Conner,RB, ari,2
1044,"Jonnu Smith (TE, ATL)",CAR,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Jonnu Smith,TE, atl,2
1045,"Samaje Perine (RB, DEN)",LV,11.8,9.8,7.8,0/0,0%,0,0,0,8,41,5.1,0,4,4,37,9.2,0,0,0,Samaje Perine,RB, den,2
1046,"Jamaal Williams (RB, NO)",TEN,6.2,5.2,4.2,0/0,0%,0,0,0,18,45,2.5,0,2,2,7,3.5,0,0,1,Jamaal Williams,RB, no,2
1047,"Josh Reynolds (WR, DET)",@KC,12.0,10.0,8.0,0/0,0%,0,0,0,0,0,0.0,0,4,7,80,20.0,0,0,0,Josh Reynolds,WR, det,2
1048,"Mack Hollins (WR, ATL)",CAR,6.1,4.6,3.1,0/0,0%,0,0,0,0,0,0.0,0,3,4,31,10.3,0,0,0,Mack Hollins,WR, atl,2
1049,"Joshua Dobbs (QB, ARI)",@WAS,-0.02,-0.02,-0.02,21/30,70%,132,0,0,3,-3,-1.0,0,0,0,0,0.0,0,0,3,Joshua Dobbs,QB, ari,2
1050,"Nathan Peterman (QB, CHI)",GB,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Nathan Peterman,QB, chi,2
1051,"Isaiah McKenzie (WR, IND)",JAX,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Isaiah McKenzie,WR, ind,2
1052,"Jamal Agnew (WR, JAX)",@IND,-0.2,-0.2,-0.2,0/0,0%,0,0,0,2,-2,-1.0,0,0,0,0,0.0,0,0,0,Jamal Agnew,WR, jax,2
1053,"Aaron Jones (RB, GB)",@CHI,26.7,25.7,24.7,0/0,0%,0,0,0,9,41,4.6,1,2,4,86,43.0,1,0,0,Aaron Jones,RB, gb,2
1054,"George Kittle (TE, SF)",@PIT,4.9,3.4,1.9,0/0,0%,0,0,0,0,0,0.0,0,3,6,19,6.3,0,0,0,George Kittle,TE, sf,2
1055,"Trent Taylor (WR, CHI)",GB,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Trent Taylor,WR, chi,2
1056,"Noah Brown (WR, HOU)",@BAL,4.9,3.4,1.9,0/0,0%,0,0,0,1,-1,-1.0,0,3,4,20,6.7,0,0,0,Noah Brown,WR, hou,2
1057,"Johnny Mundt (TE, MIN)",TB,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Johnny Mundt,TE, min,2
1058,"Zach Pascal (WR, ARI)",@WAS,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,1,0,0.0,0,0,0,Zach Pascal,WR, ari,2
1059,"Patrick Ricard (RB, BAL)",HOU,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Patrick Ricard,RB, bal,2
1060,"Taysom Hill (QB, NO)",TEN,0.4,0.4,0.4,0/0,0%,0,0,0,3,4,1.3,0,0,1,0,0.0,0,0,0,Taysom Hill,QB, no,2
1061,"Pharaoh Brown (TE, NE)",PHI,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Pharaoh Brown,TE, ne,2
1062,"Kendrick Bourne (WR, NE)",PHI,24.4,21.4,18.4,0/0,0%,0,0,0,0,0,0.0,0,6,11,64,10.7,2,0,0,Kendrick Bourne,WR, ne,2
1063,"Matt Breida (RB, NYG)",DAL,0.6,0.1,-0.4,0/0,0%,0,0,0,2,9,4.5,0,1,1,-3,-3.0,0,0,1,Matt Breida,RB, nyg,2
1064,"Nick Mullens (QB, MIN)",TB,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Nick Mullens,QB, min,2
1065,"Cooper Rush (QB, DAL)",@NYG,0.0,0.0,0.0,0/1,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Cooper Rush,QB, dal,2
1066,"Robert Tonyan (TE, CHI)",GB,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Robert Tonyan,TE, chi,2
1067,"Austin Ekeler (RB, LAC)",MIA,26.4,24.4,22.4,0/0,0%,0,0,0,16,117,7.3,1,4,5,47,11.8,0,0,0,Austin Ekeler,RB, lac,2
1068,"Dare Ogunbowale (RB, HOU)",@BAL,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Dare Ogunbowale,RB, hou,2
1069,"River Cracraft (WR, MIA)",@LAC,13.0,11.5,10.0,0/0,0%,0,0,0,0,0,0.0,0,3,5,40,13.3,1,0,0,River Cracraft,WR, mia,2
1070,"Saquon Barkley (RB, NYG)",DAL,9.3,7.8,6.3,0/0,0%,0,0,0,12,51,4.2,0,3,4,12,4.0,0,0,0,Saquon Barkley,RB, nyg,2
1071,"Lamar Jackson (QB, BAL)",HOU,6.56,6.56,6.56,17/22,77.3%,169,0,1,6,38,6.3,0,0,0,0,0.0,0,0,2,Lamar Jackson,QB, bal,2
1072,"Baker Mayfield (QB, TB)",@MIN,16.02,20.02,20.02,21/34,61.8%,173,2,0,8,11,1.4,0,0,0,0,0.0,0,0,0,Baker Mayfield,QB, tb,2
1073,"Nick Chubb (RB, CLE)",CIN,16.7,14.7,12.7,0/0,0%,0,0,0,18,106,5.9,0,4,4,21,5.2,0,0,0,Nick Chubb,RB, cle,2
1074,"Rashaad Penny (RB, PHI)",@NE,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Rashaad Penny,RB, phi,2
1075,"Courtland Sutton (WR, DEN)",LV,13.2,11.2,9.2,0/0,0%,0,0,0,0,0,0.0,0,4,5,32,8.0,1,0,0,Courtland Sutton,WR, den,2
1076,"Josh Allen (QB, BUF)",@NYJ,11.04,13.04,13.04,29/41,70.7%,236,1,3,6,36,6.0,0,0,0,0,0.0,0,0,2,Josh Allen,QB, buf,2
1077,"Calvin Ridley (WR, JAX)",@IND,23.1,19.1,15.1,0/0,0%,0,0,0,0,0,0.0,0,8,11,101,12.6,1,0,1,Calvin Ridley,WR, jax,2
1078,"Mark Andrews (TE, BAL)",HOU,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Mark Andrews,TE, bal,2
1079,"Sam Darnold (QB, SF)",@PIT,-0.2,-0.2,-0.2,0/0,0%,0,0,0,2,-2,-1.0,0,0,0,0,0.0,0,0,0,Sam Darnold,QB, sf,2
1080,"Christian Kirk (WR, JAX)",@IND,1.9,1.4,0.9,0/0,0%,0,0,0,0,0,0.0,0,1,3,9,9.0,0,0,0,Christian Kirk,WR, jax,2
1081,"DJ Chark Jr. (WR, CAR)",@ATL,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,DJ Chark Jr.,WR, car,2
1082,"Hayden Hurst (TE, CAR)",@ATL,15.1,12.6,10.1,0/0,0%,0,0,0,0,0,0.0,0,5,7,41,8.2,1,0,0,Hayden Hurst,TE, car,2
1083,"DJ Moore (WR, CHI)",GB,4.5,3.5,2.5,0/0,0%,0,0,0,0,0,0.0,0,2,2,25,12.5,0,0,0,DJ Moore,WR, chi,2
1084,"Mason Rudolph (QB, PIT)",SF,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Mason Rudolph,QB, pit,2
1085,"Mike Gesicki (TE, NE)",PHI,6.6,5.1,3.6,0/0,0%,0,0,0,0,0,0.0,0,3,3,36,12.0,0,0,0,Mike Gesicki,TE, ne,2
1086,"Dallas Goedert (TE, PHI)",@NE,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,1,0,0.0,0,0,0,Dallas Goedert,TE, phi,2
1087,"Michael Gallup (WR, DAL)",@NYG,2.0,1.5,1.0,0/0,0%,0,0,0,0,0,0.0,0,1,2,10,10.0,0,0,0,Michael Gallup,WR, dal,2
1088,"Jordan Akins (TE, CLE)",CIN,2.2,1.7,1.2,0/0,0%,0,0,0,0,0,0.0,0,1,1,12,12.0,0,0,0,Jordan Akins,TE, cle,2
1089,"Ian Thomas (TE, CAR)",@ATL,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Ian Thomas,TE, car,2
1090,"Chase Edmonds (RB, TB)",@MIN,0.8,0.8,0.8,0/0,0%,0,0,0,2,8,4.0,0,0,0,0,0.0,0,0,0,Chase Edmonds,RB, tb,2
1091,"Dalton Schultz (TE, HOU)",@BAL,2.4,1.4,0.4,0/0,0%,0,0,0,0,0,0.0,0,2,4,4,2.0,0,0,0,Dalton Schultz,TE, hou,2
1092,"Justin Watson (WR, KC)",DET,6.5,5.5,4.5,0/0,0%,0,0,0,0,0,0.0,0,2,4,45,22.5,0,0,0,Justin Watson,WR, kc,2
1093,"Durham Smythe (TE, MIA)",@LAC,7.4,5.9,4.4,0/0,0%,0,0,0,0,0,0.0,0,3,7,44,14.7,0,0,0,Durham Smythe,TE, mia,2
1094,"Will Dissly (TE, SEA)",LAR,3.7,2.7,1.7,0/0,0%,0,0,0,0,0,0.0,0,2,2,17,8.5,0,0,0,Will Dissly,TE, sea,2
1095,"Ray-Ray McCloud III (WR, SF)",@PIT,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Ray-Ray McCloud III,WR, sf,2
1096,"Mike White (QB, MIA)",@LAC,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Mike White,QB, mia,2
1097,"Marquez Valdes-Scantling (WR, KC)",DET,6.8,5.8,4.8,0/0,0%,0,0,0,0,0,0.0,0,2,2,48,24.0,0,0,0,Marquez Valdes-Scantling,WR, kc,2
1098,"Tyler Conklin (TE, NYJ)",BUF,1.2,0.7,0.2,0/0,0%,0,0,0,0,0,0.0,0,1,1,2,2.0,0,0,0,Tyler Conklin,TE, nyj,2
1099,"Cedrick Wilson Jr. (WR, MIA)",@LAC,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Cedrick Wilson Jr.,WR, mia,2
1100,"Nick Bawden (RB, NYJ)",BUF,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Nick Bawden,RB, nyj,2
1101,"Braxton Berrios (WR, MIA)",@LAC,7.2,5.7,4.2,0/0,0%,0,0,0,0,0,0.0,0,3,5,42,14.0,0,0,0,Braxton Berrios,WR, mia,2
1102,"Boston Scott (RB, PHI)",@NE,2.0,1.5,1.0,0/0,0%,0,0,0,1,3,3.0,0,1,1,7,7.0,0,0,0,Boston Scott,RB, phi,2
1103,"Kyle Allen (QB, BUF)",@NYJ,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Kyle Allen,QB, buf,2
1104,"Logan Woodside (QB, ATL)",CAR,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Logan Woodside,QB, atl,2
1105,"Keith Kirkwood (WR, NO)",TEN,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,1,0,0.0,0,0,0,Keith Kirkwood,WR, no,2
1106,"Jason Cabinda (RB, DET)",@KC,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Jason Cabinda,RB, det,2
1107,"Richie James (WR, KC)",DET,1.6,1.1,0.6,0/0,0%,0,0,0,0,0,0.0,0,1,2,6,6.0,0,0,0,Richie James,WR, kc,2
1108,"Trent Sherfield (WR, BUF)",@NYJ,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Trent Sherfield,WR, buf,2
1109,"Allen Lazard (WR, NYJ)",BUF,6.6,5.6,4.6,0/0,0%,0,0,0,0,0,0.0,0,2,4,46,23.0,0,0,0,Allen Lazard,WR, nyj,2
1110,"Byron Pringle (WR, WAS)",ARI,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Byron Pringle,WR, was,2
1111,"Mike Boone (RB, HOU)",@BAL,4.8,3.3,1.8,0/0,0%,0,0,0,0,0,0.0,0,3,4,18,6.0,0,0,0,Mike Boone,RB, hou,2
1112,"Godwin Igwebuike (RB, ATL)",CAR,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Godwin Igwebuike,RB, atl,2
1113,"David Wells (TE, TB)",@MIN,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,David Wells,TE, tb,2
1114,"Gus Edwards (RB, BAL)",HOU,5.2,5.2,5.2,0/0,0%,0,0,0,8,32,4.0,0,0,0,0,0.0,0,1,0,Gus Edwards,RB, bal,2
1115,"Ross Dwelley (TE, SF)",@PIT,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Ross Dwelley,TE, sf,2
1116,"Equanimeous St. Brown (WR, CHI)",GB,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Equanimeous St. Brown,WR, chi,2
1117,"Brandon Powell (WR, MIN)",TB,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Brandon Powell,WR, min,2
1118,"KhaDarel Hodge (WR, ATL)",CAR,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,KhaDarel Hodge,WR, atl,2
1119,"Noah Fant (TE, SEA)",LAR,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Noah Fant,TE, sea,2
1120,"Myles Gaskin (RB, MIN)",TB,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Myles Gaskin,RB, min,2
1121,"Mecole Hardman Jr. (WR, NYJ)",BUF,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Mecole Hardman Jr.,WR, nyj,2
1122,"Damien Harris (RB, BUF)",@NYJ,3.9,2.9,1.9,0/0,0%,0,0,0,1,3,3.0,0,2,2,16,8.0,0,0,0,Damien Harris,RB, buf,2
1123,"Justice Hill (RB, BAL)",HOU,12.9,12.9,12.9,0/0,0%,0,0,0,8,9,1.1,2,0,0,0,0.0,0,0,0,Justice Hill,RB, bal,2
1124,"T.J. Hockenson (TE, MIN)",TB,11.5,7.5,3.5,0/0,0%,0,0,0,0,0,0.0,0,8,9,35,4.4,0,0,0,T.J. Hockenson,TE, min,2
1125,"Travis Homer (RB, CHI)",GB,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Travis Homer,RB, chi,2
1126,"Jesper Horsted (TE, LV)",@DEN,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Jesper Horsted,TE, lv,2
1127,"Lil'Jordan Humphrey (WR, DEN)",LV,9.1,8.1,7.1,0/0,0%,0,0,0,0,0,0.0,0,2,2,11,5.5,1,0,0,Lil'Jordan Humphrey,WR, den,2
1128,"Alec Ingold (RB, MIA)",@LAC,5.4,4.4,3.4,0/0,0%,0,0,0,0,0,0.0,0,2,2,34,17.0,0,0,0,Alec Ingold,RB, mia,2
1129,"Josh Jacobs (RB, LV)",@DEN,9.1,8.1,7.1,0/0,0%,0,0,0,19,48,2.5,0,2,3,23,11.5,0,0,0,Josh Jacobs,RB, lv,2
1130,"Daniel Jones (QB, NYG)",DAL,4.46,4.46,4.46,15/28,53.6%,104,0,2,13,43,3.3,0,0,0,0,0.0,0,0,2,Daniel Jones,QB, nyg,2
1131,"Dawson Knox (TE, BUF)",@NYJ,5.5,4.0,2.5,0/0,0%,0,0,0,0,0,0.0,0,3,4,25,8.3,0,0,0,Dawson Knox,TE, buf,2
1132,"Drew Lock (QB, SEA)",LAR,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Drew Lock,QB, sea,2
1133,"Alexander Mattison (RB, MIN)",TB,13.4,11.9,10.4,0/0,0%,0,0,0,11,34,3.1,0,3,4,10,3.3,1,0,0,Alexander Mattison,RB, min,2
1134,"Terry McLaurin (WR, WAS)",ARI,5.1,4.1,3.1,0/0,0%,0,0,0,0,0,0.0,0,2,4,31,15.5,0,0,0,Terry McLaurin,WR, was,2
1135,"DK Metcalf (WR, SEA)",LAR,13.7,12.2,10.7,0/0,0%,0,0,0,0,0,0.0,0,3,5,47,15.7,1,0,0,DK Metcalf,WR, sea,2
1136,"Jakobi Meyers (WR, LV)",@DEN,29.1,24.6,20.1,0/0,0%,0,0,0,0,0,0.0,0,9,10,81,9.0,2,0,0,Jakobi Meyers,WR, lv,2
1137,"Gardner Minshew (QB, IND)",JAX,0.0,0.0,0.0,0/2,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Gardner Minshew,QB, ind,2
1138,"David Montgomery (RB, DET)",@KC,13.4,13.4,13.4,0/0,0%,0,0,0,21,74,3.5,1,0,0,0,0.0,0,0,0,David Montgomery,RB, det,2
1139,"Foster Moreau (TE, NO)",TEN,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Foster Moreau,TE, no,2
1140,"Josh Oliver (TE, MIN)",TB,6.2,4.7,3.2,0/0,0%,0,0,0,0,0,0.0,0,3,3,32,10.7,0,0,0,Josh Oliver,TE, min,2
1141,"Donald Parham Jr. (TE, LAC)",MIA,11.2,9.7,8.2,0/0,0%,0,0,0,0,0,0.0,0,3,3,22,7.3,1,0,0,Donald Parham Jr.,TE, lac,2
1142,"Tony Pollard (RB, DAL)",@NYG,21.2,20.2,19.2,0/0,0%,0,0,0,14,70,5.0,2,2,3,12,6.0,0,0,1,Tony Pollard,RB, dal,2
