,Player,Opp,PPR PTS,0.5 PPR,STD PTS,C/A,PCT,YDS,TD,INT,RUSH,YDS.1,AVG,TD.1,REC,TAR,YDS.2,AVG.1,TD.2,2PC,FUM,Name,pos,team,weekn
7011,"Jashaun Corbin (RB, NYG)",@NO,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Jashaun Corbin,RB, nyg,15
7012,"Britain Covey (WR, PHI)",@SEA,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Britain Covey,WR, phi,15
7013,"Tyler Goodson (RB, IND)",PIT,9.9,8.9,7.9,0/0,0%,0,0,0,11,69,6.3,0,2,2,10,5.0,0,0,0,Tyler Goodson,RB, ind,15
7014,"Kevin Harris (RB, NE)",KC,8.5,8.5,8.5,0/0,0%,0,0,0,4,25,6.2,1,0,0,0,0.0,0,0,0,Kevin Harris,RB, ne,15
7015,"Jordan Mason (RB, SF)",@ARI,2.0,2.0,2.0,0/0,0%,0,0,0,5,20,4.0,0,0,0,0,0.0,0,0,0,Jordan Mason,RB, sf,15
7016,"Jalen Nailor (WR, MIN)",@CIN,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Jalen Nailor,WR, min,15
7017,"Isiah Pacheco (RB, KC)",@NE,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Isiah Pacheco,RB, kc,15
7018,"Christian Watson (WR, GB)",TB,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Christian Watson,WR, gb,15
7019,"Kyle Philips (WR, TEN)",HOU,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Kyle Philips,WR, ten,15
7020,"Tyquan Thornton (WR, NE)",KC,1.5,1.0,0.5,0/0,0%,0,0,0,0,0,0.0,0,1,1,5,5.0,0,0,0,Tyquan Thornton,WR, ne,15
7021,"Skylar Thompson (QB, MIA)",NYJ,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Skylar Thompson,QB, mia,15
7022,"Jaylen Warren (RB, PIT)",@IND,11.8,9.3,6.8,0/0,0%,0,0,0,10,40,4.0,0,5,6,28,5.6,0,0,0,Jaylen Warren,RB, pit,15
7023,"Velus Jones Jr. (WR, CHI)",@CLE,2.3,2.3,2.3,0/0,0%,0,0,0,2,23,11.5,0,0,0,0,0.0,0,0,0,Velus Jones Jr.,WR, chi,15
7024,"Bo Melton (WR, GB)",TB,1.7,1.2,0.7,0/0,0%,0,0,0,0,0,0.0,0,1,2,7,7.0,0,0,0,Bo Melton,WR, gb,15
7025,"Daniel Bellinger (TE, NYG)",@NO,3.3,2.3,1.3,0/0,0%,0,0,0,0,0,0.0,0,2,2,13,6.5,0,0,0,Daniel Bellinger,TE, nyg,15
7026,"Grant Calcaterra (TE, PHI)",@SEA,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Grant Calcaterra,TE, phi,15
7027,"Connor Heyward (TE, PIT)",@IND,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Connor Heyward,TE, pit,15
7028,"Chigoziem Okonkwo (TE, TEN)",HOU,6.6,5.1,3.6,0/0,0%,0,0,0,0,0,0.0,0,3,3,36,12.0,0,0,0,Chigoziem Okonkwo,TE, ten,15
7029,"Drew Ogletree (TE, IND)",PIT,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,1,0,0.0,0,0,0,Drew Ogletree,TE, ind,15
7030,"John FitzPatrick (TE, ATL)",@CAR,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,John FitzPatrick,TE, atl,15
7031,"Ko Kieft (TE, TB)",@GB,7.2,6.7,6.2,0/0,0%,0,0,0,0,0,0.0,0,1,1,2,2.0,1,0,0,Ko Kieft,TE, tb,15
7032,"Nick Muse (TE, MIN)",@CIN,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Nick Muse,TE, min,15
7033,"Dareke Young (WR, SEA)",PHI,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Dareke Young,WR, sea,15
7034,"Samori Toure (WR, GB)",TB,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Samori Toure,WR, gb,15
7035,"Stone Smartt (TE, LAC)",@LV,4.5,3.0,1.5,0/0,0%,0,0,0,0,0,0.0,0,3,3,15,5.0,0,0,0,Stone Smartt,TE, lac,15
7036,"Lucas Krull (TE, DEN)",@DET,2.8,2.3,1.8,0/0,0%,0,0,0,0,0,0.0,0,1,3,18,18.0,0,0,0,Lucas Krull,TE, den,15
7037,"Rodney Williams (TE, PIT)",@IND,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Rodney Williams,TE, pit,15
7038,"Rashid Shaheed (WR, NO)",NYG,6.6,5.1,3.6,0/0,0%,0,0,0,0,0,0.0,0,3,4,36,12.0,0,0,0,Rashid Shaheed,WR, no,15
7039,"Deven Thompkins (WR, TB)",@GB,-0.1,-0.1,-0.1,0/0,0%,0,0,0,1,-1,-1.0,0,0,0,0,0.0,0,0,0,Deven Thompkins,WR, tb,15
7040,"Brandon Johnson (WR, DEN)",@DET,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,1,0,0.0,0,0,0,Brandon Johnson,WR, den,15
7041,"Malik Davis (RB, DAL)",@BUF,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Malik Davis,RB, dal,15
7042,"Irvin Charles (WR, NYJ)",@MIA,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Irvin Charles,WR, nyj,15
7043,"Ethan Fernea (WR, IND)",PIT,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Ethan Fernea,WR, ind,15
7044,"Tucker Fisk (TE, ATL)",@CAR,1.9,1.4,0.9,0/0,0%,0,0,0,0,0,0.0,0,1,1,9,9.0,0,0,0,Tucker Fisk,TE, atl,15
7045,"KaVontae Turpin (WR, DAL)",@BUF,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,KaVontae Turpin,WR, dal,15
7046,"Dalton Kincaid (TE, BUF)",DAL,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,2,0,0.0,0,0,0,Dalton Kincaid,TE, buf,15
7047,"Tucker Kraft (TE, GB)",TB,15.7,13.7,11.7,0/0,0%,0,0,0,0,0,0.0,0,4,6,57,14.2,1,0,0,Tucker Kraft,TE, gb,15
7048,"Andrei Iosivas (WR, CIN)",MIN,1.5,1.0,0.5,0/0,0%,0,0,0,0,0,0.0,0,1,2,5,5.0,0,0,0,Andrei Iosivas,WR, cin,15
7049,"Rashee Rice (WR, KC)",@NE,23.1,18.6,14.1,0/0,0%,0,0,0,0,0,0.0,0,9,9,91,10.1,1,0,1,Rashee Rice,WR, kc,15
7050,"Derius Davis (WR, LAC)",@LV,-1.2,-1.7,-2.2,0/0,0%,0,0,0,0,0,0.0,0,1,2,-2,-2.0,0,0,1,Derius Davis,WR, lac,15
7051,"Charlie Jones (WR, CIN)",MIN,3.0,2.0,1.0,0/0,0%,0,0,0,0,0,0.0,0,2,3,10,5.0,0,0,0,Charlie Jones,WR, cin,15
7052,"Tyjae Spears (RB, TEN)",HOU,4.7,4.2,3.7,0/0,0%,0,0,0,9,30,3.3,0,1,1,7,7.0,0,0,0,Tyjae Spears,RB, ten,15
7053,"Tanner McKee (QB, PHI)",@SEA,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Tanner McKee,QB, phi,15
7054,"Jalin Hyatt (WR, NYG)",@NO,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,3,0,0.0,0,0,0,Jalin Hyatt,WR, nyg,15
7055,"Parker Washington (WR, JAX)",BAL,5.2,3.2,1.2,0/0,0%,0,0,0,0,0,0.0,0,4,6,12,3.0,0,0,0,Parker Washington,WR, jax,15
7056,"Josh Downs (WR, IND)",PIT,4.9,3.4,1.9,0/0,0%,0,0,0,0,0,0.0,0,3,3,19,6.3,0,0,0,Josh Downs,WR, ind,15
7057,"Davis Allen (TE, LAR)",WAS,2.4,1.9,1.4,0/0,0%,0,0,0,0,0,0.0,0,1,1,14,14.0,0,0,0,Davis Allen,TE, lar,15
7058,"Brayden Willis (TE, SF)",@ARI,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Brayden Willis,TE, sf,15
7059,"Payne Durham (TE, TB)",@GB,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Payne Durham,TE, tb,15
7060,"Tyson Bagent (QB, CHI)",@CLE,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Tyson Bagent,QB, chi,15
7061,"Clayton Tune (QB, ARI)",SF,-1.0,-1.0,-1.0,0/0,0%,0,0,0,1,0,0.0,0,0,0,0,0.0,0,0,1,Clayton Tune,QB, ari,15
7062,"Jaren Hall (QB, MIN)",@CIN,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Jaren Hall,QB, min,15
7063,"Puka Nacua (WR, LAR)",WAS,10.3,7.8,5.3,0/0,0%,0,0,0,2,3,1.5,0,5,8,50,10.0,0,0,0,Puka Nacua,WR, lar,15
7064,"Michael Wilson (WR, ARI)",SF,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,3,0,0.0,0,0,0,Michael Wilson,WR, ari,15
7065,"Max Duggan (QB, LAC)",@LV,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Max Duggan,QB, lac,15
7066,"Tre Tucker (WR, LV)",LAC,20.7,19.2,17.7,0/0,0%,0,0,0,1,-2,-2.0,0,3,4,59,19.7,2,0,0,Tre Tucker,WR, lv,15
7067,"Israel Abanikanda (RB, NYJ)",@MIA,3.9,2.9,1.9,0/0,0%,0,0,0,4,8,2.0,0,2,2,11,5.5,0,0,0,Israel Abanikanda,RB, nyj,15
7068,"De'Von Achane (RB, MIA)",NYJ,9.2,7.7,6.2,0/0,0%,0,0,0,9,32,3.6,0,3,3,30,10.0,0,0,0,De'Von Achane,RB, mia,15
7069,"Demario Douglas (WR, NE)",KC,6.3,4.8,3.3,0/0,0%,0,0,0,0,0,0.0,0,3,5,33,11.0,0,0,0,Demario Douglas,WR, ne,15
7070,"Deuce Vaughn (RB, DAL)",@BUF,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Deuce Vaughn,RB, dal,15
7071,"Sean Tucker (RB, TB)",@GB,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Sean Tucker,RB, tb,15
7072,"Keaton Mitchell (RB, BAL)",@JAX,10.8,9.8,8.8,0/0,0%,0,0,0,9,73,8.1,0,2,2,15,7.5,0,0,0,Keaton Mitchell,RB, bal,15
7073,"Trey Palmer (WR, TB)",@GB,1.5,1.0,0.5,0/0,0%,0,0,0,0,0,0.0,0,1,2,5,5.0,0,0,0,Trey Palmer,WR, tb,15
7074,"Tyler Scott (WR, CHI)",@CLE,7.6,6.1,4.6,0/0,0%,0,0,0,1,-3,-3.0,0,3,4,49,16.3,0,0,0,Tyler Scott,WR, chi,15
7075,"Brenton Strange (TE, JAX)",BAL,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Brenton Strange,TE, jax,15
7076,"Quentin Johnston (WR, LAC)",@LV,10.3,9.3,8.3,0/0,0%,0,0,0,0,0,0.0,0,2,3,23,11.5,1,0,0,Quentin Johnston,WR, lac,15
7077,"Kendre Miller (RB, NO)",NYG,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Kendre Miller,RB, no,15
7078,"Hunter Luepke (RB, DAL)",@BUF,0.3,0.3,0.3,0/0,0%,0,0,0,1,3,3.0,0,0,0,0,0.0,0,0,0,Hunter Luepke,RB, dal,15
7079,"Malik Cunningham (QB, BAL)",@JAX,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Malik Cunningham,QB, bal,15
7080,"Luke Schoonmaker (TE, DAL)",@BUF,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Luke Schoonmaker,TE, dal,15
7081,"Antoine Green (WR, DET)",DEN,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Antoine Green,WR, det,15
7082,"Jaleel McLaughlin (RB, DEN)",@DET,3.8,2.8,1.8,0/0,0%,0,0,0,2,2,1.0,0,2,3,16,8.0,0,0,0,Jaleel McLaughlin,RB, den,15
7083,"Jake Bobo (WR, SEA)",PHI,1.4,0.9,0.4,0/0,0%,0,0,0,0,0,0.0,0,1,1,4,4.0,0,0,0,Jake Bobo,WR, sea,15
7084,"Mitchell Tinsley (WR, WAS)",@LAR,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Mitchell Tinsley,WR, was,15
7085,"Jason Brownlee (WR, NYJ)",@MIA,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Jason Brownlee,WR, nyj,15
7086,"Xavier Hutchinson (WR, HOU)",@TEN,0.5,0.5,0.5,0/0,0%,0,0,0,1,5,5.0,0,0,3,0,0.0,0,0,0,Xavier Hutchinson,WR, hou,15
7087,"Cedric Tillman (WR, CLE)",CHI,9.2,7.2,5.2,0/0,0%,0,0,0,0,0,0.0,0,4,8,52,13.0,0,0,0,Cedric Tillman,WR, cle,15
7088,"A.T. Perry (WR, NO)",NYG,5.4,4.4,3.4,0/0,0%,0,0,0,0,0,0.0,0,2,2,34,17.0,0,0,0,A.T. Perry,WR, no,15
7089,"Aidan O'Connell (QB, LV)",LAC,25.92,33.92,33.92,20/34,58.8%,248,4,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Aidan O'Connell,QB, lv,15
7090,"Blake Whiteheart (TE, ARI)",SF,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Blake Whiteheart,TE, ari,15
7091,"Malik Heath (WR, GB)",TB,5.9,4.4,2.9,0/0,0%,0,0,0,0,0,0.0,0,3,3,29,9.7,0,0,0,Malik Heath,WR, gb,15
7092,"Deneric Prince (RB, KC)",@NE,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Deneric Prince,RB, kc,15
7093,"Roschon Johnson (RB, CHI)",@CLE,10.0,8.0,6.0,0/0,0%,0,0,0,5,36,7.2,0,4,6,24,6.0,0,0,0,Roschon Johnson,RB, chi,15
7094,"Kenny McIntosh (RB, SEA)",PHI,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Kenny McIntosh,RB, sea,15
7095,"Chase Brown (RB, CIN)",MIN,7.1,5.6,4.1,0/0,0%,0,0,0,7,23,3.3,0,3,3,28,9.3,0,0,1,Chase Brown,RB, cin,15
7096,"Josh Whyle (TE, TEN)",HOU,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Josh Whyle,TE, ten,15
7097,"Jalen Brooks (WR, DAL)",@BUF,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Jalen Brooks,WR, dal,15
7098,"Elijah Higgins (TE, ARI)",SF,14.4,12.4,10.4,0/0,0%,0,0,0,0,0,0.0,0,4,4,44,11.0,1,0,0,Elijah Higgins,TE, ari,15
7099,"Julian Hill (TE, MIA)",NYJ,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Julian Hill,TE, mia,15
7100,"Xavier Gipson (WR, NYJ)",@MIA,4.9,3.9,2.9,0/0,0%,0,0,0,0,0,0.0,0,2,6,29,14.5,0,0,0,Xavier Gipson,WR, nyj,15
7101,"Sean Clifford (QB, GB)",TB,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Sean Clifford,QB, gb,15
7102,"Colton Dowell (WR, TEN)",HOU,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Colton Dowell,WR, ten,15
7103,"Ben Sims (TE, GB)",TB,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,1,0,0.0,0,0,0,Ben Sims,TE, gb,15
7104,"Emari Demercado (RB, ARI)",SF,14.0,13.5,13.0,0/0,0%,0,0,0,4,64,16.0,1,1,3,6,6.0,0,0,0,Emari Demercado,RB, ari,15
7105,"Tommy Devito (QB, NYG)",@NO,10.68,10.68,10.68,20/34,58.8%,177,0,0,4,36,9.0,0,0,0,0,0.0,0,0,0,Tommy Devito,QB, nyg,15
7106,"Nate Adkins (TE, DEN)",@DET,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Nate Adkins,TE, den,15
7107,"Brady Russell (TE, SEA)",PHI,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Brady Russell,TE, sea,15
7108,"Elijah Cooks (WR, JAX)",BAL,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,1,0,0.0,0,0,0,Elijah Cooks,WR, jax,15
7109,"Joe Flacco (QB, CLE)",@HOU,26.82,32.82,32.82,27/42,64.3%,368,3,2,2,1,0.5,0,0,0,0,0.0,0,1,0,Joe Flacco,QB, cle,16
7110,"Aaron Rodgers (QB, NYJ)",WAS,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Aaron Rodgers,QB, nyj,16
7111,"Marcedes Lewis (TE, CHI)",ARI,7.1,6.6,6.1,0/0,0%,0,0,0,0,0,0.0,0,1,1,1,1.0,1,0,0,Marcedes Lewis,TE, chi,16
7112,"Josh Johnson (QB, BAL)",@SF,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Josh Johnson,QB, bal,16
7113,"Matthew Slater (WR, NE)",@DEN,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Matthew Slater,WR, ne,16
7114,"Brian Hoyer (QB, LV)",@KC,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Brian Hoyer,QB, lv,16
7115,"Matthew Stafford (QB, LAR)",NO,20.72,24.72,24.72,24/34,70.6%,328,2,0,1,-4,-4.0,0,0,0,0,0.0,0,0,0,Matthew Stafford,QB, lar,16
7116,"Jimmy Graham (TE, NO)",@LAR,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Jimmy Graham,TE, no,16
7117,"Tyrod Taylor (QB, NYG)",@PHI,10.42,12.42,12.42,7/16,43.8%,133,1,1,2,21,10.5,0,0,0,0,0.0,0,0,0,Tyrod Taylor,QB, nyg,16
7118,"Andy Dalton (QB, CAR)",GB,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Andy Dalton,QB, car,16
7119,"Blaine Gabbert (QB, KC)",LV,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Blaine Gabbert,QB, kc,16
7120,"Randall Cobb (WR, NYJ)",WAS,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Randall Cobb,WR, nyj,16
7121,"Julio Jones (WR, PHI)",NYG,1.5,1.0,0.5,0/0,0%,0,0,0,0,0,0.0,0,1,4,5,5.0,0,0,0,Julio Jones,WR, phi,16
7122,"Brandon Bolden (RB, LV)",@KC,2.0,2.0,2.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,1,0,Brandon Bolden,RB, lv,16
7123,"Ryan Tannehill (QB, TEN)",SEA,8.78,8.78,8.78,18/26,69.2%,152,0,0,2,37,18.5,0,0,0,0,0.0,0,0,1,Ryan Tannehill,QB, ten,16
7124,"Russell Wilson (QB, DEN)",NE,21.52,25.52,25.52,25/37,67.6%,238,2,0,4,20,5.0,0,0,0,0,0.0,0,2,2,Russell Wilson,QB, den,16
7125,"Marquise Goodwin (WR, CLE)",@HOU,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,1,0,0.0,0,0,0,Marquise Goodwin,WR, cle,16
7126,"Robert Woods (WR, HOU)",CLE,4.1,3.1,2.1,0/0,0%,0,0,0,1,7,7.0,0,2,6,14,7.0,0,0,0,Robert Woods,WR, hou,16
7127,"Geno Smith (QB, SEA)",@TEN,16.28,20.28,20.28,25/36,69.4%,227,2,0,1,2,2.0,0,0,0,0,0.0,0,0,1,Geno Smith,QB, sea,16
7128,"Kyle Juszczyk (RB, SF)",BAL,1.5,1.0,0.5,0/0,0%,0,0,0,0,0,0.0,0,1,2,5,5.0,0,0,0,Kyle Juszczyk,RB, sf,16
7129,"DeAndre Hopkins (WR, TEN)",SEA,4.0,3.0,2.0,0/0,0%,0,0,0,0,0,0.0,0,2,4,20,10.0,0,0,0,DeAndre Hopkins,WR, ten,16
7130,"Travis Kelce (TE, KC)",LV,9.4,6.9,4.4,0/0,0%,0,0,0,0,0,0.0,0,5,7,44,8.8,0,0,0,Travis Kelce,TE, kc,16
7131,"Latavius Murray (RB, BUF)",@LAC,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Latavius Murray,RB, buf,16
7132,"Keenan Allen (WR, LAC)",BUF,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Keenan Allen,WR, lac,16
7133,"Cordarrelle Patterson (RB, ATL)",IND,5.3,4.3,3.3,0/0,0%,0,0,0,7,26,3.7,0,2,2,7,3.5,0,0,0,Cordarrelle Patterson,RB, atl,16
7134,"Adam Thielen (WR, CAR)",GB,15.4,12.4,9.4,0/0,0%,0,0,0,0,0,0.0,0,6,8,94,15.7,0,0,0,Adam Thielen,WR, car,16
7135,"Case Keenum (QB, HOU)",CLE,0.48,0.48,0.48,11/17,64.7%,62,0,2,0,0,0.0,0,0,0,0,0.0,0,0,0,Case Keenum,QB, hou,16
7136,"Jimmy Garoppolo (QB, LV)",@KC,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Jimmy Garoppolo,QB, lv,16
7137,"AJ McCarron (QB, CIN)",@PIT,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,AJ McCarron,QB, cin,16
7138,"Willie Snead IV (WR, SF)",BAL,1.5,1.0,0.5,0/0,0%,0,0,0,0,0,0.0,0,1,2,5,5.0,0,0,0,Willie Snead IV,WR, sf,16
7139,"Allen Robinson II (WR, PIT)",CIN,7.6,5.6,3.6,0/0,0%,0,0,0,0,0,0.0,0,4,4,36,9.0,0,0,0,Allen Robinson II,WR, pit,16
7140,"Derek Carr (QB, NO)",@LAR,25.96,31.96,31.96,27/40,67.5%,319,3,1,2,2,1.0,0,0,0,0,0.0,0,1,0,Derek Carr,QB, no,16
7141,"Odell Beckham Jr. (WR, BAL)",@SF,3.3,2.3,1.3,0/0,0%,0,0,0,0,0,0.0,0,2,3,13,6.5,0,0,0,Odell Beckham Jr.,WR, bal,16
7142,"Davante Adams (WR, LV)",@KC,1.4,0.9,0.4,0/0,0%,0,0,0,0,0,0.0,0,1,6,4,4.0,0,0,0,Davante Adams,WR, lv,16
7143,"Teddy Bridgewater (QB, DET)",@MIN,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Teddy Bridgewater,QB, det,16
7144,"Brandin Cooks (WR, DAL)",@MIA,10.3,9.3,8.3,0/0,0%,0,0,0,1,9,9.0,0,2,2,14,7.0,1,0,0,Brandin Cooks,WR, dal,16
7145,"Mike Evans (WR, TB)",JAX,27.6,24.1,20.6,0/0,0%,0,0,0,0,0,0.0,0,7,9,86,12.3,2,0,0,Mike Evans,WR, tb,16
7146,"Logan Thomas (TE, WAS)",@NYJ,14.6,12.1,9.6,0/0,0%,0,0,0,0,0,0.0,0,5,6,36,7.2,1,0,0,Logan Thomas,TE, was,16
7147,"Jameis Winston (QB, NO)",@LAR,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Jameis Winston,QB, no,16
7148,"Marcus Mariota (QB, PHI)",NYG,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Marcus Mariota,QB, phi,16
7149,"Amari Cooper (WR, CLE)",@HOU,51.5,46.0,40.5,0/0,0%,0,0,0,0,0,0.0,0,11,15,265,24.1,2,1,0,Amari Cooper,WR, cle,16
7150,"DeVante Parker (WR, NE)",@DEN,10.5,8.5,6.5,0/0,0%,0,0,0,0,0,0.0,0,4,5,65,16.2,0,0,0,DeVante Parker,WR, ne,16
7151,"Melvin Gordon III (RB, BAL)",@SF,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Melvin Gordon III,RB, bal,16
7152,"Nelson Agholor (WR, BAL)",@SF,10.0,8.5,7.0,0/0,0%,0,0,0,0,0,0.0,0,3,4,10,3.3,1,0,0,Nelson Agholor,WR, bal,16
7153,"Ameer Abdullah (RB, LV)",@KC,2.2,1.7,1.2,0/0,0%,0,0,0,2,11,5.5,0,1,1,1,1.0,0,0,0,Ameer Abdullah,RB, lv,16
7154,"Tyler Lockett (WR, SEA)",@TEN,16.1,12.1,8.1,0/0,0%,0,0,0,0,0,0.0,0,8,11,81,10.1,0,0,0,Tyler Lockett,WR, sea,16
7155,"Chris Conley (WR, SF)",BAL,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Chris Conley,WR, sf,16
7156,"Tyler Kroft (TE, MIA)",DAL,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,Tyler Kroft,TE, mia,16
7157,"Jamison Crowder (WR, WAS)",@NYJ,-2.0,-2.0,-2.0,0/0,0%,0,0,0,0,0,0.0,0,0,1,0,0.0,0,0,1,Jamison Crowder,WR, was,16
7158,"Blake Bell (TE, KC)",LV,1.4,0.9,0.4,0/0,0%,0,0,0,0,0,0.0,0,1,1,4,4.0,0,0,0,Blake Bell,TE, kc,16
7159,"MyCole Pruitt (TE, ATL)",IND,0.0,0.0,0.0,0/0,0%,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,MyCole Pruitt,TE, atl,16
7160,"Stefon Diggs (WR, BUF)",@LAC,7.9,5.4,2.9,0/0,0%,0,0,0,0,0,0.0,0,5,8,29,5.8,0,0,0,Stefon Diggs,WR, buf,16
