,Total,Sack,Int,PD,FF,team,opp,weekn,home,points,pass_Comp,pass_Att,pass_Yds,pass_TD,rush_Rush,rush_Yds,rush_Avg,rush_TD,rec_Rec,rec_Yds,rec_Avg
408,67.0,4.0,0.0,8.0,3.0,no,car,14,1,6,13,36,137,0,39.0,204.0,27.5,0.0,13.0,137.0,49.3
409,51.0,1.0,1.0,3.0,0.0,car,no,14,0,28,18,26,119,2,25.0,97.0,7.6,1.0,18.0,119.0,70.3
410,52.0,4.0,3.0,10.0,1.0,cle,jax,14,1,27,28,50,257,3,20.0,58.0,10.2,1.0,28.0,257.0,58.5
411,59.0,1.0,1.0,7.0,2.0,jax,cle,14,0,31,26,45,311,3,28.0,82.0,11.7,1.0,26.0,311.0,104.9
412,66.0,2.0,0.0,3.0,0.0,bal,lar,14,1,31,23,41,294,3,30.0,128.0,12.6,0.0,23.0,294.0,58.7
413,54.0,2.0,1.0,3.0,0.0,lar,bal,14,0,37,24,43,316,3,26.0,139.0,14.9,0.0,24.0,316.0,89.30000000000001
414,62.0,3.0,1.0,6.0,0.0,cin,ind,14,1,14,26,39,240,1,18.0,46.0,9.0,0.0,26.0,240.0,58.3
415,65.0,0.0,1.0,4.0,0.0,ind,cin,14,0,34,19,25,274,2,32.0,111.0,9.2,2.0,19.0,274.0,110.7
416,66.0,3.0,1.0,4.0,5.0,lv,lac,15,1,21,23,32,257,3,28.0,92.0,14.8,0.0,23.0,257.0,86.8
417,57.0,1.0,0.0,9.0,0.0,lac,lv,15,0,63,22,36,260,5,26.0,124.0,19.9,2.0,22.0,260.0,69.89999999999999
418,69.0,3.0,1.0,2.0,0.0,jax,bal,15,1,23,14,24,171,1,42.0,251.0,24.4,1.0,14.0,171.0,81.5
419,46.0,1.0,0.0,2.0,1.0,bal,jax,15,0,7,25,43,264,1,17.0,75.0,13.9,0.0,25.0,264.0,99.6
420,47.0,1.0,1.0,9.0,0.0,lar,was,15,1,20,19,36,226,3,21.0,79.0,17.1,0.0,19.0,226.0,59.7
421,89.0,3.0,0.0,2.0,2.0,was,lar,15,0,28,25,33,258,2,37.0,196.0,34.8,1.0,25.0,258.0,69.5
422,64.0,0.0,2.0,6.0,0.0,sea,phi,15,1,17,17,31,143,0,38.0,178.0,14.9,2.0,17.0,143.0,35.2
423,54.0,2.0,0.0,2.0,0.0,phi,sea,15,0,20,22,33,208,1,24.0,100.0,6.5,1.0,22.0,208.0,63.099999999999994
424,75.0,4.0,1.0,6.0,0.0,ten,hou,15,1,19,23,36,229,1,32.0,148.0,31.2,0.0,23.0,229.0,57.1
425,69.0,7.0,1.0,6.0,1.0,hou,ten,15,0,16,17,26,199,0,30.0,66.0,12.2,1.0,17.0,199.0,96.5
426,54.0,3.0,1.0,7.0,0.0,buf,dal,15,1,10,21,34,134,0,20.0,89.0,18.8,1.0,21.0,134.0,40.4
427,68.0,1.0,0.0,2.0,1.0,dal,buf,15,0,31,7,15,94,1,49.0,266.0,17.4,3.0,7.0,94.0,37.0
428,55.0,3.0,2.0,3.0,1.0,ne,kc,15,1,27,28,38,309,3,20.0,43.0,3.899999999999999,0.0,28.0,309.0,124.0
429,53.0,4.0,1.0,5.0,2.0,kc,ne,15,0,17,23,31,180,1,16.0,52.0,10.6,1.0,23.0,180.0,49.400000000000006
430,52.0,0.0,0.0,5.0,0.0,ari,sf,15,1,45,18,28,262,4,26.0,144.0,20.4,1.0,18.0,262.0,91.2
431,60.0,3.0,2.0,3.0,3.0,sf,ari,15,0,29,26,39,211,1,30.0,234.0,47.3,2.0,26.0,211.0,67.5
432,54.0,7.0,0.0,5.0,0.0,no,nyg,15,1,6,22,38,190,0,16.0,60.0,13.9,0.0,22.0,190.0,66.6
433,55.0,1.0,0.0,0.0,0.0,nyg,no,15,0,24,23,29,218,3,28.0,87.0,6.8,0.0,23.0,218.0,88.9
434,60.0,5.0,0.0,3.0,1.0,gb,tb,15,1,34,22,28,381,4,27.0,99.0,6.5,0.0,22.0,381.0,117.8
435,58.0,2.0,0.0,2.0,2.0,tb,gb,15,0,20,29,39,284,2,17.0,60.0,10.6,0.0,29.0,284.0,67.9
436,51.0,3.0,2.0,8.0,1.0,cle,chi,15,1,17,19,40,166,1,27.0,88.0,20.3,0.0,19.0,166.0,50.9
437,62.0,4.0,3.0,9.0,1.0,chi,cle,15,0,20,29,45,379,2,18.0,29.0,3.5999999999999996,0.0,29.0,379.0,143.5
438,48.0,6.0,2.0,9.0,2.0,mia,nyj,15,1,0,18,37,136,0,12.0,23.0,7.0,0.0,18.0,136.0,61.2
439,65.0,3.0,0.0,2.0,0.0,nyj,mia,15,0,30,23,26,228,1,28.0,77.0,7.9,2.0,23.0,228.0,54.3
440,60.0,2.0,0.0,8.0,1.0,det,den,15,1,17,18,32,223,1,28.0,83.0,21.4,1.0,18.0,223.0,101.7
441,60.0,2.0,0.0,3.0,0.0,den,det,15,0,42,24,34,278,5,28.0,185.0,14.1,1.0,24.0,278.0,79.0
442,59.0,4.0,2.0,3.0,1.0,ind,pit,15,1,13,18,26,172,1,24.0,74.0,7.3,1.0,18.0,172.0,48.39999999999999
443,62.0,3.0,0.0,4.0,0.0,pit,ind,15,0,30,18,28,215,3,34.0,170.0,14.8,0.0,18.0,215.0,91.0
444,58.0,0.0,1.0,2.0,1.0,car,atl,15,1,7,12,20,152,1,31.0,52.0,4.0,0.0,12.0,152.0,84.8
445,68.0,3.0,0.0,0.0,1.0,atl,car,15,0,9,18,24,167,0,36.0,129.0,14.400000000000002,0.0,18.0,167.0,80.8
446,75.0,3.0,2.0,4.0,0.0,cin,min,15,1,24,26,34,303,2,30.0,143.0,8.4,1.0,26.0,303.0,62.3
447,60.0,5.0,1.0,6.0,1.0,min,cin,15,0,27,29,42,324,2,22.0,80.0,18.0,1.0,29.0,324.0,112.6
448,65.0,2.0,0.0,3.0,0.0,sf,bal,16,1,33,23,35,252,2,26.0,102.0,12.4,1.0,23.0,252.0,116.8
449,56.0,4.0,5.0,11.0,0.0,bal,sf,16,0,19,26,46,336,1,18.0,121.0,21.9,1.0,26.0,336.0,75.3
450,55.0,4.0,0.0,3.0,0.0,mia,dal,16,1,20,20,32,253,2,25.0,97.0,31.7,0.0,20.0,253.0,86.5
451,62.0,1.0,0.0,0.0,0.0,dal,mia,16,0,22,24,37,293,1,26.0,91.0,12.8,0.0,24.0,293.0,126.2
452,52.0,2.0,1.0,5.0,0.0,lar,no,16,1,22,27,40,319,3,16.0,35.0,12.1,0.0,27.0,319.0,104.9
453,77.0,1.0,0.0,3.0,0.0,no,lar,16,0,30,24,34,328,2,32.0,133.0,9.0,1.0,24.0,328.0,50.599999999999994
454,47.0,4.0,2.0,5.0,2.0,tb,jax,16,1,12,28,44,305,2,13.0,37.0,5.300000000000001,0.0,28.0,305.0,75.7
455,68.0,2.0,0.0,5.0,0.0,jax,tb,16,0,30,26,35,283,2,36.0,70.0,6.4,1.0,26.0,283.0,81.1
456,47.0,2.0,0.0,6.0,0.0,chi,ari,16,1,16,24,38,230,2,20.0,93.0,21.2,0.0,24.0,230.0,70.3
457,65.0,1.0,1.0,6.0,0.0,ari,chi,16,0,27,15,27,170,1,39.0,250.0,24.5,2.0,15.0,170.0,64.6
458,48.0,1.0,1.0,2.0,1.0,phi,nyg,16,1,25,16,32,188,1,26.0,106.0,19.0,1.0,16.0,188.0,66.39999999999999
459,65.0,1.0,1.0,5.0,2.0,nyg,phi,16,0,33,24,38,301,1,35.0,170.0,18.7,2.0,24.0,301.0,78.4
460,58.0,2.0,0.0,1.0,1.0,den,ne,16,1,26,25,33,256,2,21.0,59.0,16.3,0.0,25.0,256.0,82.30000000000001
461,62.0,5.0,0.0,4.0,4.0,ne,den,16,0,23,25,37,238,2,23.0,83.0,15.4,1.0,25.0,238.0,75.0
462,46.0,2.0,0.0,2.0,0.0,kc,lv,16,1,20,9,21,62,0,29.0,157.0,16.1,0.0,9.0,62.0,27.5
463,65.0,4.0,1.0,5.0,1.0,lv,kc,16,0,14,28,45,246,1,25.0,85.0,9.2,1.0,28.0,246.0,70.8
464,55.0,3.0,0.0,2.0,1.0,ten,sea,16,1,20,25,36,227,2,20.0,58.0,7.4,0.0,25.0,227.0,52.0
465,67.0,6.0,0.0,4.0,1.0,sea,ten,16,0,17,19,27,164,1,31.0,162.0,24.5,1.0,19.0,164.0,67.4
466,46.0,1.0,2.0,9.0,0.0,nyj,was,16,1,28,16,35,156,1,22.0,102.0,21.1,3.0,16.0,156.0,69.1
467,79.0,0.0,1.0,8.0,0.0,was,nyj,16,0,30,27,49,217,1,36.0,164.0,22.1,2.0,27.0,217.0,34.4
468,69.0,1.0,2.0,7.0,0.0,hou,cle,16,1,36,28,44,374,3,30.0,54.0,3.200000000000001,2.0,28.0,374.0,68.9
469,49.0,3.0,2.0,12.0,1.0,cle,hou,16,0,22,26,49,211,2,16.0,72.0,24.4,0.0,26.0,211.0,82.6
470,75.0,1.0,0.0,3.0,2.0,min,det,16,1,30,30,40,257,1,36.0,143.0,16.5,3.0,30.0,257.0,76.9
471,41.0,4.0,4.0,8.0,2.0,det,min,16,0,24,22,36,411,2,11.0,17.0,2.6,1.0,22.0,411.0,138.7
472,68.0,1.0,0.0,1.0,1.0,car,gb,16,1,33,17,28,219,2,34.0,162.0,22.0,2.0,17.0,219.0,67.3
473,58.0,2.0,0.0,1.0,1.0,gb,car,16,0,30,23,36,312,2,25.0,96.0,24.5,2.0,23.0,312.0,93.8
474,56.0,3.0,3.0,7.0,1.0,pit,cin,16,1,11,28,42,335,1,16.0,59.0,7.9,0.0,28.0,335.0,88.3
475,64.0,1.0,0.0,3.0,1.0,cin,pit,16,0,34,17,27,290,2,30.0,113.0,16.1,2.0,17.0,290.0,85.3
476,53.0,1.0,1.0,2.0,3.0,lac,buf,16,1,24,15,21,237,1,30.0,105.0,10.5,2.0,15.0,237.0,73.3
477,67.0,5.0,0.0,3.0,0.0,buf,lac,16,0,22,23,33,215,0,27.0,98.0,15.4,1.0,23.0,215.0,97.4
478,64.0,6.0,1.0,6.0,1.0,atl,ind,16,1,10,20,37,201,0,25.0,92.0,26.7,1.0,20.0,201.0,63.7
479,68.0,1.0,0.0,5.0,0.0,ind,atl,16,0,29,23,33,229,1,30.0,177.0,22.4,1.0,23.0,229.0,99.9
